ctg_pronomes,ctg_absolutas,ctg_tristes,6sents_alegria,6sents_raiva,6sents_tristeza,6sents_desgosto,6sents_medo,6sents_surpresa,3sents_prob_positivo,3sents_prob_negativo,3sents_prob_neutro,3sents100_positivo,3sents010negativo,3sents001neutro,polaridade,isDepressivo0.06060606060606061,0.06060606060606061,0.0,0.2675010062479351,0.042035537206544064,0.005963699423423509,0.001201462391606366,0.004759037469279733,0.6785392572612109,1.7998751508716577e-06,0.999998200071701,5.313634210819121e-11,0,1,0,7,1
0.06060606060606061,0.06060606060606061,0.0,0.2675010062479351,0.042035537206544064,0.005963699423423509,0.001201462391606366,0.004759037469279733,0.6785392572612109,1.7998751508716577e-06,0.999998200071701,5.313634210819121e-11,0,1,0,7,1
0.0,0.0,0.0,0.7688143241166842,0.05685440142557527,0.029932531329913737,0.05209450570029216,0.04029286047747149,0.0520113769500632,0.07795443353342696,0.8222285248115206,0.09981704165505552,0,1,0,1,1
0.0,0.0,0.0,0.5862312299784437,0.043352243359535345,0.1168863224665896,0.12059544214868265,0.09327538978239962,0.039659372264349756,1.6190874662422513e-05,0.9998350248312927,0.00014878429405054198,0,1,0,0,1
0.0,0.0,0.0,0.3901656887941171,0.22795840679864163,0.10857310316802907,0.07904330201884319,0.06113659582924614,0.13312290339112073,3.8746312957578136e-07,0.9979573343602159,0.002042278176652543,0,1,0,4,1
0.03389830508474576,0.03389830508474576,0.0,0.07330306479479116,0.0003299413434775297,0.005526526597447022,0.016188501015770202,0.0006937834611251533,0.9039581827873877,3.597673526259768e-25,1.0,1.2242395650148562e-21,0,1,0,10,1
0.023255813953488372,0.0,0.0,0.5378428924005423,0.0596928799480672,0.008462077281382737,0.047703021318227186,0.03689623610956434,0.30940289294221673,1.6002336835938826e-07,0.9999965713740211,3.2686026045154044e-06,0,1,0,7,1
0.0,0.0625,0.0,0.7254432861149384,0.007703122554192855,0.01514993300856195,0.0016958792849902438,0.0013116897165675464,0.24869608932074647,0.005121072722453111,0.994392713652166,0.00048621362537789865,0,1,0,3,1
0.0,0.05,0.0,0.5877268220259498,0.027149246167515392,0.1579945438462408,0.0966335672910848,0.00810925979651551,0.12238656087269803,0.002919873484084447,0.9970801065077217,2.000819921556719e-08,0,1,0,3,1
0.0,0.0,0.0,0.022588917129350013,0.027652500433941584,0.001153100767805523,0.018496889986259497,0.014306549173750453,0.9158020425088931,5.5545649467727285e-06,0.8173339745696889,0.18266047086537662,0,1,0,6,1
0.0,0.0,0.0,0.460865941817793,0.13956404416912352,0.06860583105437638,0.1194014237400398,0.09235186787733941,0.1192108913413272,0.4601834129484728,0.4595141456369794,0.08030244141454788,1,0,0,1,1
